"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.187409380E-1,-9.696913958E-1,1.604088426E0,1.133121204E1,1.148519775E1
5.211273440E-1,-9.146564603E-1,1.580160260E0,1.116371441E1,1.131202998E1
5.235137510E-1,-8.306085467E-1,1.570588946E0,1.100100231E1,1.114355024E1
5.259002090E-1,-7.301099896E-1,1.568196177E0,1.083799076E1,1.097516941E1
5.282866150E-1,-6.200401783E-1,1.570588946E0,1.064895821E1,1.078199937E1
5.306730210E-1,-5.003990531E-1,1.565803289E0,1.044078255E1,1.056939352E1
5.330594280E-1,-3.735794425E-1,1.556231976E0,1.020837975E1,1.033307489E1
5.354458340E-1,-2.440679073E-1,1.529910922E0,9.993025780E0,1.011240628E1
5.378322920E-1,-1.196411327E-1,1.491625786E0,9.796515465E0,9.910145142E0
5.402186980E-1,-9.571290575E-3,1.434198022E0,9.624231339E0,9.730511006E0
5.426051050E-1,9.332008660E-2,1.357328653E0,9.463912964E0,9.561207994E0
5.449915110E-1,1.794617027E-1,1.252044439E0,9.301200867E0,9.386807729E0
5.473779690E-1,2.464607358E-1,1.096511006E0,9.080761909E0,9.150044598E0
5.497643760E-1,3.041875660E-1,9.098708034E-1,8.817551613E0,8.869589134E0
5.521507820E-1,3.975076675E-1,7.468597889E-1,8.534899712E0,8.576731602E0
5.545371880E-1,5.410770178E-1,6.224330068E-1,8.262117386E0,8.303178360E0
5.569235940E-1,7.372884750E-1,5.362913609E-1,8.015357971E0,8.067041969E0
5.593100530E-1,9.912267923E-1,4.908277392E-1,7.828717709E0,7.906469717E0
5.616964590E-1,1.371685624E0,4.788636267E-1,7.697112083E0,7.833030464E0
5.640828650E-1,2.097309113E0,4.908277392E-1,7.620542049E0,7.919108442E0
5.664692710E-1,3.303889751E0,5.027918816E-1,7.558029652E0,8.263915499E0
5.688556780E-1,4.915156841E0,5.243272781E-1,7.483851910E0,8.968931111E0
5.712421360E-1,6.535995007E0,5.889334679E-1,7.397710323E0,9.888993446E0
5.736285420E-1,7.850253105E0,6.990033388E-1,7.299604416E0,1.074240681E1
5.760149480E-1,8.752944946E0,8.524430394E-1,7.172784805E0,1.134854820E1
5.784013550E-1,9.325128555E0,1.015154958E0,7.002595425E0,1.170576374E1
5.807877610E-1,9.667302132E0,1.173081279E0,6.775277138E0,1.186327233E1
5.831742190E-1,9.818050385E0,1.316650629E0,6.466603279E0,1.182981996E1
